LGA_CODE_2021,G01_Tot_P_M,G01_Tot_P_F,G01_Age_0_4_yr_M,G01_Age_0_4_yr_F,G01_Age_0_4_yr_P,G01_Age_5_14_yr_M,G01_Age_5_14_yr_F,G01_Age_5_14_yr_P,G01_Age_15_19_yr_M,G01_Age_15_19_yr_F,G01_Age_15_19_yr_P,G01_Age_20_24_yr_M,G01_Age_20_24_yr_F,G01_Age_20_24_yr_P,G01_Age_25_34_yr_M,G01_Age_25_34_yr_F,G01_Age_25_34_yr_P,G01_Age_35_44_yr_M,G01_Age_35_44_yr_F,G01_Age_35_44_yr_P,G01_Age_45_54_yr_M,G01_Age_45_54_yr_F,G01_Age_45_54_yr_P,G01_Age_55_64_yr_M,G01_Age_55_64_yr_F,G01_Age_55_64_yr_P,G01_Age_65_74_yr_M,G01_Age_65_74_yr_F,G01_Age_65_74_yr_P,G01_Age_75_84_yr_M,G01_Age_75_84_yr_F,G01_Age_75_84_yr_P,G01_Age_85ov_M,G01_Age_85ov_F,G01_Age_85ov_P,G01_Indigenous_P_Tot_M,G01_Indigenous_P_Tot_F,G06_P_Tot_Marrd_reg_marrge,G06_P_Tot_Married_de_facto,G06_P_Tot_Not_married,G29_CF_ChU15_a_Total_F,G29_CF_no_ChU15_a_Total_F
LGA43710,3121,2792,166,174,337,449,391,844,173,151,321,89,78,167,265,272,542,401,370,772,439,426,872,501,411,913,402,334,735,182,139,315,36,46,83,101,81,2169,580,1181,507,160
LGA43790,5886,5789,321,286,611,696,708,1403,339,283,622,260,215,477,550,627,1177,589,567,1157,767,714,1481,804,818,1625,917,820,1739,479,517,992,161,234,392,176,145,4332,964,3194,754,321
LGA44000,45,53,0,0,3,4,10,16,3,4,9,5,5,5,5,9,12,5,3,14,10,14,20,6,6,11,3,4,7,4,0,4,0,0,0,34,31,23,10,28,6,0
LGA44060,45619,49101,2633,2455,5089,5193,4994,10185,2494,2336,4839,3107,3233,6340,6939,7342,14278,6508,6879,13378,5550,5789,11337,5270,6034,11310,4614,5322,9935,2330,2964,5294,979,1756,2729,633,633,33118,8468,32451,7356,3456
LGA44210,4859,4306,162,172,340,447,390,839,214,193,403,159,143,305,395,341,734,468,359,825,632,594,1228,919,817,1736,951,799,1748,423,377,799,90,120,214,129,104,3154,816,2696,457,235
LGA44340,32888,34730,1672,1607,3277,4285,4081,8370,2172,2130,4299,2035,2048,4086,3560,3563,7125,4152,4510,8664,4537,4780,9313,4042,4295,8335,3387,3895,7283,2184,2465,4648,866,1356,2220,216,204,26883,5026,19694,5881,3124
LGA44550,19092,20125,1284,1212,2494,2669,2492,5158,1164,1176,2339,1173,1111,2277,2400,2517,4916,2410,2642,5055,2496,2798,5297,2270,2470,4737,2008,2147,4156,935,1107,2042,289,448,740,248,250,14390,3812,10673,3450,1464
LGA44620,12937,13942,749,753,1506,1760,1630,3390,836,833,1666,734,749,1483,1657,1745,3399,1438,1594,3035,1561,1725,3287,1609,1777,3384,1461,1597,3058,826,1048,1874,305,501,802,368,393,8542,2504,8579,1816,746
LGA44830,1448,1413,61,58,116,139,141,277,75,61,138,37,35,75,109,99,202,104,124,235,167,184,347,316,302,615,271,236,511,135,137,271,32,52,83,47,50,1127,263,696,159,91
LGA45040,10863,10784,587,568,1146,1253,1269,2515,620,588,1212,630,583,1217,1372,1271,2642,1274,1118,2388,1350,1349,2707,1452,1519,2969,1262,1306,2566,807,849,1664,245,367,615,618,597,6903,1886,6975,1329,646
LGA45090,4513,4177,273,228,500,593,539,1129,234,212,441,248,187,434,568,476,1041,567,572,1142,550,518,1070,599,539,1139,515,466,978,282,302,587,87,131,220,69,70,3232,730,2204,699,232
LGA45120,2306,2249,122,123,249,295,274,570,107,97,204,125,69,194,189,206,389,233,238,473,263,271,534,383,368,747,351,331,681,186,191,379,49,85,130,64,65,1704,368,1227,319,111
LGA45290,18070,19424,801,795,1602,1878,1866,3745,1130,883,2007,1237,1242,2480,2852,2909,5758,2431,2495,4924,2209,2357,4568,2185,2349,4528,1777,2113,3885,1068,1545,2611,505,871,1377,108,115,12938,3068,13498,2669,1292
LGA45340,85786,89418,4807,4590,9400,11205,10454,21651,5250,4967,10218,5071,4801,9881,10630,10822,21451,10850,11695,22544,11180,11561,22741,10656,11743,22395,9582,10753,20330,5020,5683,10711,1545,2349,3887,1619,1749,61050,16815,55091,13029,6898
LGA45400,427,446,25,26,55,54,36,90,23,27,47,16,3,21,34,45,78,33,45,77,46,45,94,79,79,155,73,69,149,32,34,68,16,36,49,3,10,330,44,212,58,22
LGA45540,820,817,24,26,57,71,84,150,41,35,71,38,25,60,63,60,122,68,85,156,109,98,209,155,155,312,161,142,300,71,83,157,15,27,49,53,60,425,118,599,45,31
LGA45680,49070,50119,3739,3743,7480,7772,7427,15202,3208,2948,6151,3430,3540,6970,7665,8107,15770,6358,6358,12715,5644,5675,11319,5366,5513,10878,3533,3686,7214,1751,2155,3912,607,965,1574,2046,2165,26660,9420,33919,7496,2941
LGA45890,66049,66350,4198,3816,8015,7334,6951,14285,3315,3207,6526,4766,4174,8939,11471,10927,22399,10075,9726,19793,8034,8179,16214,7565,7824,15389,5488,6168,11653,2741,3451,6188,1054,1934,2988,1636,1656,42685,10494,48068,10411,4373
LGA46090,7147,6685,413,384,797,867,881,1746,421,347,773,419,341,762,1160,937,2096,879,779,1653,821,861,1682,962,906,1870,719,686,1406,403,401,799,95,161,250,1484,1338,3346,1536,4268,819,318
LGA46300,7072,7331,428,400,826,927,843,1772,418,420,841,392,405,798,895,916,1806,800,833,1626,885,896,1783,922,984,1907,801,861,1656,448,504,959,173,256,432,464,481,4300,1421,4464,955,352
LGA46450,8511,8771,482,442,921,1069,1051,2128,513,499,1017,521,480,1002,950,956,1904,851,894,1743,1071,1134,2198,1197,1182,2380,1010,1083,2093,636,744,1371,219,308,521,397,414,5319,1534,5842,1060,492
LGA46510,11125,11150,612,544,1155,1418,1285,2701,592,551,1143,840,771,1614,1812,1760,3572,1660,1608,3265,1370,1391,2763,1331,1419,2748,948,1006,1953,369,507,883,172,302,474,108,106,8036,1859,7415,1933,862
LGA46670,4929,4854,268,246,517,529,548,1075,308,246,552,295,242,536,640,580,1226,529,533,1063,607,629,1232,680,662,1343,655,623,1287,317,363,682,107,169,275,147,165,3441,852,2958,649,306
LGA46860,758,781,24,42,66,76,72,149,35,35,62,24,37,58,74,72,142,70,76,145,103,87,192,153,138,291,129,141,270,55,82,141,16,16,30,8,6,589,174,376,95,38
LGA46970,2170,1813,170,193,365,326,329,657,105,89,195,122,114,242,450,403,856,439,308,746,308,202,510,211,137,346,34,23,53,7,0,14,0,4,3,98,97,966,504,760,411,71
LGA47140,73021,72789,4817,4351,9166,9881,9320,19202,4550,4273,8820,5442,4670,10107,10703,10628,21328,10325,10133,20462,8967,8670,17641,8059,8432,16489,6026,6805,12831,3198,3946,7146,1059,1548,2607,1733,1746,48329,10338,50382,11659,5369
LGA47290,1033,950,56,39,92,107,130,240,60,49,116,43,25,73,132,105,236,116,119,234,132,112,241,144,145,288,136,117,254,73,75,146,29,39,69,29,12,727,175,508,140,42
LGA47490,1121,1045,52,72,126,148,145,291,36,40,82,29,33,64,108,116,224,124,109,231,136,145,281,184,156,334,206,146,354,74,58,134,21,32,59,22,17,766,213,418,168,39
LGA47630,3591,3303,177,195,372,441,430,870,218,146,363,223,168,394,454,409,861,410,414,824,503,446,944,492,421,921,393,345,745,203,226,431,63,106,172,66,45,2443,637,1743,510,215
LGA47700,49759,51419,2721,2544,5265,6259,5940,12203,3088,2756,5846,3132,2762,5898,6085,6015,12098,6648,6814,13462,6412,6743,13156,5939,6610,12550,5327,6046,11374,3150,3690,6842,994,1492,2482,640,634,40487,7488,30638,8213,4598
LGA47800,2856,2604,129,118,245,352,289,637,136,131,267,142,102,242,321,270,596,280,272,554,318,321,640,482,436,915,389,361,744,260,226,486,56,88,142,164,149,1849,518,1530,320,137
LGA47910,1385,1429,77,82,163,162,148,312,47,60,111,39,34,73,116,121,236,136,141,277,163,161,324,219,229,449,242,223,461,135,151,289,47,73,117,31,27,1127,222,683,185,65
LGA47980,18278,20362,863,818,1681,2221,2092,4315,1014,1078,2090,1155,1236,2386,2347,2449,4792,2364,2673,5040,2456,2621,5084,2189,2497,4688,2022,2382,4401,1117,1487,2599,525,1043,1572,91,102,14094,3185,12426,2976,1503
LGA48050,7583,8556,275,248,525,758,713,1469,328,331,653,252,230,478,492,507,998,613,675,1290,715,858,1572,1054,1285,2337,1570,1964,3537,1146,1214,2363,370,538,909,138,131,6709,1157,4796,768,404
LGA48130,3430,3347,191,180,375,469,440,908,201,205,410,169,144,308,334,339,666,355,360,714,439,426,869,519,499,1014,457,414,874,224,230,453,69,120,184,90,108,2311,614,1997,486,195
LGA48260,3760,4265,152,176,325,415,453,865,202,292,491,236,256,493,422,462,886,452,493,946,535,521,1056,476,521,993,452,530,980,302,339,647,120,215,339,18,12,3197,490,2492,573,319
LGA48340,6012,5877,275,257,527,716,680,1392,389,339,733,256,217,475,512,516,1032,598,647,1242,821,801,1625,945,958,1901,966,813,1778,418,454,874,105,196,305,129,141,4219,1083,3344,755,357
LGA48410,30284,31416,1569,1460,3027,3036,2889,5924,1448,1480,2923,2366,2438,4808,5644,5527,11172,4418,4236,8656,3689,3641,7332,3361,3428,6793,2387,2732,5118,1491,2137,3626,868,1448,2317,386,380,20534,5357,22833,4580,2084
LGA48540,10671,10574,599,550,1149,1349,1300,2645,639,585,1221,638,586,1221,1369,1344,2714,1165,1191,2359,1494,1445,2943,1543,1440,2981,1070,1058,2132,609,823,1433,191,260,451,542,619,6259,2055,7249,1356,593
LGA48640,551,581,28,29,60,79,105,181,24,35,59,26,15,40,55,59,116,62,70,128,83,64,146,90,84,170,71,53,124,27,37,61,14,29,48,14,12,409,85,242,101,21
LGA48750,2901,2933,124,112,234,285,278,567,119,119,243,87,93,181,165,215,375,232,256,490,348,349,693,511,575,1080,642,582,1227,307,270,575,74,101,174,59,43,2336,574,1560,318,161
LGA48830,5965,5629,232,242,476,571,519,1086,227,173,400,193,176,375,427,410,838,472,479,947,628,593,1221,1092,1017,2112,1253,1159,2412,696,612,1306,184,241,427,225,221,4608,923,3033,581,265
LGA49399,1734,1275,66,68,134,137,158,292,94,61,153,116,99,213,267,167,433,203,142,345,272,217,499,319,194,518,182,123,306,51,33,88,16,9,25,378,348,554,338,836,157,50
LGA49499,1873,1506,77,56,140,128,139,262,74,112,186,108,95,206,320,305,627,289,245,534,299,178,478,311,197,513,214,141,359,40,26,64,7,10,11,203,180,0,0,0,0,0
LGA49799,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,19033,19732,982,949,1932,2489,2374,4864,1260,1144,2404,913,810,1726,2155,1990,4150,2048,2179,4231,2342,2635,4976,2574,2872,5440,2429,2565,4990,1340,1551,2890,498,661,1164,811,667,13046,3488,10849,2680,1076
LGA50210,46604,47583,3850,3656,7505,7481,7107,14584,2721,2684,5404,2667,2680,5350,6711,7429,14140,7707,7815,15526,5572,5471,11039,4577,4755,9336,3306,3710,7019,1589,1703,3289,426,581,1006,1366,1417,32239,7873,25957,9511,2989
LGA50250,4297,3096,330,319,651,569,506,1073,138,115,258,216,164,381,848,666,1511,904,589,1494,661,359,1021,482,268,744,106,90,200,30,20,54,3,4,10,411,364,1334,661,873,549,78
LGA50280,8388,8400,523,462,985,1243,1194,2439,434,371,806,260,205,467,854,879,1734,1224,1446,2673,1301,1219,2511,1068,1150,2214,975,946,1925,379,366,746,120,163,286,113,114,5201,1787,3908,1469,359
LGA50350,7797,8135,532,476,1002,939,857,1799,386,346,736,459,405,867,1115,1122,2231,1145,1249,2389,1067,1096,2165,933,1035,1971,736,834,1574,364,482,839,120,241,360,205,196,5010,1703,5183,1255,538
LGA50420,34387,34900,2077,1975,4052,3657,3313,6976,1633,1526,3159,2124,2052,4175,5754,5889,11640,5404,5278,10678,4345,4396,8739,3875,3925,7799,3113,3490,6607,1813,2018,3832,594,1032,1634,535,545,23189,6901,23202,5366,2357
LGA50490,21413,20846,1251,1235,2487,2162,2072,4239,962,868,1827,1545,1501,3044,4351,4171,8528,3450,3162,6610,2647,2375,5019,2329,2165,4498,1555,1723,3282,832,999,1827,328,574,902,547,582,12241,4162,15120,3033,1016
LGA50560,858,834,39,34,73,59,75,132,39,34,75,22,25,47,66,56,124,81,85,161,111,116,220,144,153,292,187,169,349,95,73,165,31,27,58,27,25,616,163,411,82,65
LGA50630,885,822,70,55,121,137,119,256,28,41,70,30,26,54,91,97,183,102,108,208,130,111,242,136,129,266,109,93,197,43,38,86,11,7,20,31,31,553,168,353,142,42
LGA50770,917,914,56,56,110,133,122,250,32,39,72,36,37,75,57,67,129,90,127,220,129,118,243,155,140,295,125,116,245,83,77,158,17,20,35,14,15,658,167,368,134,40
LGA50840,2587,2649,117,105,223,337,303,646,107,139,250,81,79,160,191,191,381,253,285,537,346,351,699,424,472,896,465,452,922,216,206,426,43,57,104,46,39,1968,497,1230,357,123
LGA50910,474,455,34,27,57,48,52,103,15,19,29,21,17,35,30,41,67,50,51,102,73,65,137,75,53,134,76,57,133,40,51,90,19,22,41,43,51,319,87,208,59,23
LGA50980,8255,8706,633,602,1233,1418,1344,2762,459,503,961,452,464,917,1265,1620,2890,1231,1469,2707,1194,1159,2353,903,928,1828,512,438,953,149,140,289,37,33,75,2369,2480,3311,2260,4422,1341,290
LGA51080,526,525,32,31,63,75,95,168,22,29,55,25,20,44,54,57,114,58,70,125,69,64,129,95,82,179,59,47,104,31,29,52,4,9,13,60,79,345,110,242,75,28
LGA51120,503,476,31,30,54,60,63,127,20,17,40,31,17,45,48,37,88,58,51,111,59,59,123,70,77,143,90,68,155,27,46,72,8,12,26,20,22,340,56,199,74,22
LGA51190,16194,16790,864,837,1693,1958,1791,3752,864,898,1764,892,892,1785,2146,2067,4214,2045,2009,4053,2097,2198,4290,2138,2299,4440,1847,2025,3875,997,1158,2158,344,622,968,703,701,9751,2941,10841,2021,812
LGA51260,19752,20894,1003,1029,2035,2868,2715,5587,1192,1079,2269,739,653,1394,1851,1965,3812,2408,2760,5162,2649,2854,5504,2518,2837,5355,2673,2844,5509,1447,1510,2960,404,645,1045,416,383,14545,3544,9954,3212,1108
LGA51310,14066,14807,727,667,1400,2187,2072,4260,1069,914,1984,729,742,1472,1371,1462,2837,1749,1993,3743,2138,2259,4391,1746,1857,3602,1264,1355,2616,749,861,1608,345,621,969,63,57,11592,1948,7659,2806,1278
LGA51330,48021,47844,2748,2541,5286,6246,5868,12114,2996,2937,5932,4176,3597,7768,7804,7085,14885,6867,7168,14030,5879,5867,11751,4867,5256,10116,3817,4274,8086,1987,2310,4299,631,959,1591,586,652,36345,5046,31459,8572,4024
LGA51400,8882,9287,522,534,1052,1525,1445,2973,693,689,1385,452,449,903,821,1022,1842,1117,1308,2425,1318,1409,2727,1165,1162,2332,861,831,1692,353,356,701,56,82,136,234,267,6576,1609,4436,1691,703
LGA51470,287,261,21,12,27,18,24,48,11,0,15,7,18,29,22,37,62,50,43,95,41,28,64,36,46,82,57,35,86,18,13,33,3,4,11,9,12,182,57,124,28,9
LGA51540,2732,2520,184,162,352,331,292,623,143,111,257,147,162,307,353,363,715,298,318,617,404,355,767,391,367,753,323,237,556,130,114,241,29,40,70,392,462,1223,539,1445,304,100
LGA51610,806,750,34,35,69,136,120,255,47,45,94,29,27,47,61,71,127,91,100,194,139,129,274,134,118,254,83,87,169,37,20,53,8,3,9,36,33,596,145,268,127,53
LGA51680,3005,2924,155,147,301,407,404,812,213,198,415,143,106,255,248,264,516,328,351,682,466,472,942,503,484,988,334,310,642,164,144,309,33,40,77,85,84,2390,445,1279,464,278
LGA51710,1006,685,45,41,83,107,96,200,22,32,54,52,23,73,221,94,319,146,117,271,152,109,263,111,99,210,128,52,178,16,14,32,4,0,4,4,4,421,89,272,118,33
LGA51750,5379,5909,236,187,426,704,642,1343,471,385,859,351,375,725,616,629,1244,539,632,1175,693,785,1475,581,703,1286,542,648,1196,461,571,1030,189,344,529,53,36,3954,726,3577,767,445
LGA51820,58179,59910,4117,3764,7881,7678,7411,15090,3309,3191,6500,3707,3770,7474,8664,9232,17894,9189,9379,18564,7856,7977,15830,6237,6705,12939,4491,4876,9368,2247,2497,4740,697,1115,1811,1116,1116,41696,11060,34442,10784,4675
LGA51860,302,292,23,15,37,49,39,88,8,8,17,20,21,36,32,36,65,45,42,85,27,31,53,53,54,111,30,32,63,18,12,33,3,0,11,0,0,261,23,68,54,22
LGA51890,4468,4347,263,210,472,573,527,1098,289,244,528,219,201,423,440,474,920,489,493,976,523,600,1120,652,642,1301,656,567,1220,285,286,568,77,101,183,200,178,2750,858,2601,557,268
LGA51960,1881,1601,128,109,243,227,220,451,97,112,204,94,112,208,266,191,461,235,241,471,308,229,533,300,212,513,176,128,297,49,32,86,8,7,14,144,173,787,369,833,222,60
LGA52030,577,482,36,25,61,39,34,71,12,14,27,18,12,32,53,49,98,44,45,89,60,55,107,133,88,220,118,96,215,55,48,103,13,13,23,10,18,380,113,220,54,16
LGA52100,503,505,23,37,60,50,60,111,26,9,35,32,22,52,50,50,105,61,55,118,55,57,110,70,72,147,84,77,156,33,38,75,19,25,42,7,17,400,84,205,72,22
LGA52170,3943,4027,193,157,352,464,424,891,285,274,556,227,227,451,438,472,908,411,431,841,509,581,1094,559,556,1113,472,482,959,292,283,577,91,125,219,10,18,2976,648,2317,600,348
LGA52240,572,532,37,28,66,76,73,151,24,22,43,20,22,45,44,43,90,59,80,132,82,70,159,99,77,178,77,62,134,43,38,85,4,5,15,11,17,383,102,227,82,26
LGA52310,470,426,17,15,29,57,52,111,15,13,28,17,26,41,35,40,74,43,35,75,72,69,142,83,81,166,85,65,151,39,23,61,10,8,12,8,4,348,77,214,55,25
LGA52380,147,73,0,3,3,0,4,4,4,0,4,8,5,14,33,8,35,10,5,20,25,8,31,18,16,35,36,24,58,12,5,11,0,0,0,14,5,31,9,57,0,3
LGA52450,680,618,41,39,84,88,90,179,78,59,144,26,30,56,83,67,152,70,86,155,75,62,136,91,68,154,76,73,151,36,22,64,14,13,27,22,16,427,84,292,114,35
LGA52520,720,660,44,64,108,89,102,192,28,22,46,36,33,69,91,88,176,115,98,211,86,72,155,115,89,204,72,43,118,25,33,63,7,27,36,38,45,469,87,270,122,31
LGA52590,1790,1567,93,76,162,181,123,309,64,55,117,57,46,108,182,185,368,186,176,364,234,185,413,287,300,589,335,270,599,141,127,265,25,41,65,48,49,1174,335,714,191,74
LGA52660,7281,7406,485,465,954,1068,975,2041,421,423,842,366,318,688,914,931,1843,956,974,1927,892,960,1851,883,920,1805,753,736,1489,394,510,900,154,195,347,206,229,5177,1470,3620,1291,463
LGA52730,3084,3226,155,148,306,403,383,779,212,183,395,61,60,126,169,226,393,308,376,691,390,441,833,520,533,1055,512,528,1042,277,260,542,67,86,155,31,47,2097,574,1503,428,138
LGA52800,3568,3510,282,264,544,551,525,1069,234,245,483,262,285,550,624,646,1270,480,483,958,429,419,858,405,373,781,234,188,421,61,61,119,10,20,29,2159,2108,1145,756,2010,440,92
LGA52870,3039,3112,146,161,308,375,345,718,172,146,319,125,89,216,233,270,502,322,361,684,410,432,847,472,535,1009,511,462,978,224,236,460,47,72,127,75,79,2306,609,1457,432,172
LGA52940,374,337,29,19,46,51,55,103,15,8,23,25,9,36,23,27,55,40,47,86,53,38,90,47,42,84,64,63,126,23,19,45,3,10,10,14,15,260,45,167,51,16
LGA53010,353,323,25,28,48,41,50,91,12,8,21,12,13,21,37,34,74,48,39,93,44,45,89,56,52,102,52,44,96,25,12,44,0,0,0,12,16,236,56,113,55,12
LGA53080,372,305,24,9,34,27,23,46,14,9,23,24,17,36,54,42,96,21,33,53,55,47,109,67,68,133,53,38,95,25,17,49,5,0,3,50,44,115,60,225,23,7
LGA53150,3721,4102,188,177,368,480,526,1006,256,278,534,190,184,378,347,369,717,408,517,925,576,626,1198,506,573,1081,438,438,876,216,259,471,103,149,254,35,37,2788,700,2224,647,342
LGA53220,6256,3504,296,265,560,519,490,1017,206,173,376,370,276,647,1482,844,2324,1381,638,2020,1069,409,1476,747,291,1035,164,85,251,22,25,44,3,5,13,916,826,1248,777,1302,562,83
LGA53290,6990,6891,409,400,811,967,942,1907,453,372,825,350,322,664,754,798,1548,791,854,1642,965,930,1899,981,911,1894,752,732,1486,446,466,918,112,171,284,313,294,4233,1350,3472,1016,353
LGA53360,1613,1476,97,91,188,202,174,372,82,66,151,83,92,175,241,300,544,254,246,498,235,188,425,214,169,379,133,108,244,59,46,101,8,9,16,53,38,837,430,824,243,73
LGA53430,15510,16419,878,814,1691,1458,1431,2890,705,731,1440,806,952,1760,2166,2365,4531,2260,2241,4498,2121,2211,4338,2177,2247,4423,1702,1874,3573,902,1029,1936,335,518,849,263,282,9164,3883,10652,2161,913
LGA53570,2914,2660,126,118,245,269,277,551,134,115,247,119,96,217,271,310,574,291,288,577,417,367,782,471,424,898,510,414,928,269,202,462,42,45,88,77,66,1973,477,1409,314,168
LGA53640,650,564,56,51,103,77,72,158,27,21,48,28,26,54,80,89,175,79,73,155,83,72,150,112,76,181,86,60,143,22,12,34,5,7,8,44,51,453,105,262,107,30
LGA53710,486,470,24,20,46,61,61,120,22,13,34,17,22,43,37,31,65,61,66,117,64,60,122,73,82,153,86,71,158,36,34,68,12,12,24,15,19,351,76,236,69,23
LGA53780,63485,62887,4340,4170,8513,9091,8659,17753,4043,3753,7795,4420,4035,8452,8758,8866,17620,10134,9731,19859,8278,7942,16225,6373,6571,12945,4954,5225,10175,2388,2770,5162,717,1156,1869,1777,1667,44865,7640,38860,11656,5095
LGA53800,19505,19992,1179,1176,2355,2812,2693,5506,1287,1218,2504,1030,1049,2076,2310,2369,4684,2360,2502,4866,2601,2775,5377,2602,2559,5164,1944,2030,3981,1023,1125,2149,355,481,839,1863,1949,11714,3718,11060,2831,1074
LGA53920,1788,1789,169,140,306,311,275,583,181,158,334,144,169,313,283,318,605,247,259,505,221,202,421,131,145,277,72,90,158,36,25,62,5,9,11,1354,1417,471,398,1340,255,43
LGA53990,14285,14286,937,783,1723,2234,2016,4247,957,916,1869,662,613,1277,1567,1660,3228,1849,1910,3762,1857,1894,3741,1833,1955,3784,1503,1560,3061,708,760,1466,177,224,400,410,408,10464,2498,7032,2511,934
LGA54060,1831,1851,63,65,127,208,214,424,104,82,181,70,53,122,111,116,222,160,196,359,229,253,479,323,321,644,344,330,673,184,182,362,41,45,78,64,81,1261,332,935,207,115
LGA54130,621,541,56,35,92,81,78,160,28,15,39,32,26,51,63,74,137,83,76,158,74,76,148,107,87,191,76,56,133,27,16,46,6,3,12,27,12,394,113,219,102,15
LGA54170,79198,80810,4395,4145,8538,10978,10332,21309,5351,4931,10279,4805,4208,9012,8074,8214,16285,10404,10932,21336,11192,11573,22768,10413,11331,21744,8819,9274,18096,3731,4122,7853,1043,1746,2782,706,681,65867,11905,42616,14338,8007
LGA54200,29108,29654,1755,1562,3318,4125,3917,8038,1845,1759,3608,1705,1460,3163,3137,3315,6450,3904,4066,7970,3919,3963,7889,3531,3689,7218,2962,3266,6227,1686,1902,3593,539,750,1292,663,688,22035,4839,16366,5026,2376
LGA54280,15441,13864,1160,1077,2233,2203,2061,4259,848,780,1629,1068,912,1984,2491,2322,4812,2299,2097,4401,2085,1833,3915,1879,1534,3416,991,794,1782,354,322,678,60,138,202,1205,1037,7747,3541,7592,2560,753
LGA54310,12032,10166,1010,863,1873,1932,1840,3765,678,522,1205,646,521,1161,2108,2003,4115,2402,1954,4351,1730,1405,3142,1114,750,1864,335,239,574,73,59,135,7,8,12,1394,1205,5520,2689,4078,2285,410
LGA54340,2085,1970,147,132,276,266,243,508,128,128,263,124,120,244,276,250,531,258,218,486,245,240,489,273,237,518,208,217,427,111,120,232,32,64,100,171,186,1290,336,1180,278,97
LGA54410,584,554,29,23,51,52,42,97,32,39,74,23,22,42,59,39,93,60,60,119,75,77,154,108,98,206,83,68,153,57,55,114,12,34,46,50,35,345,113,320,56,33
LGA54480,275,219,19,23,44,44,29,78,18,7,20,15,9,22,28,29,59,48,39,84,46,37,84,29,20,47,19,16,32,10,10,19,0,0,0,0,0,171,45,83,53,15
LGA54550,981,921,60,51,111,129,131,260,30,34,63,41,36,72,88,91,179,130,117,249,115,120,236,169,134,305,121,98,222,78,73,150,20,32,54,42,50,676,166,459,150,57
LGA54620,457,388,26,22,50,50,46,98,20,11,27,30,16,43,37,39,82,57,52,114,69,56,125,67,62,130,60,47,110,28,25,51,11,11,18,30,31,277,60,174,52,15
LGA54690,201,159,8,9,18,31,17,48,3,9,12,3,3,5,20,12,28,22,17,41,30,27,56,27,31,69,34,23,60,15,6,27,0,7,6,0,10,142,33,90,29,3
LGA54760,398,373,20,31,44,56,60,117,8,12,20,18,5,22,35,42,78,54,50,107,63,49,117,53,56,114,53,47,94,29,17,43,9,4,11,6,13,290,69,121,69,11
LGA54830,23482,22379,1932,1871,3809,3457,3141,6600,1385,1230,2620,1609,1413,3020,3988,3861,7857,4018,3693,7718,2950,2719,5670,2031,2106,4134,1301,1416,2717,628,685,1314,179,236,416,1267,751,13619,4355,13181,4454,1330
LGA54900,680,582,49,45,98,84,69,149,39,25,57,29,29,57,76,74,144,88,85,178,97,76,173,108,85,200,70,55,128,31,30,67,3,10,13,11,13,478,111,241,115,31
LGA54970,916,419,24,22,47,47,40,90,24,21,46,65,31,94,217,101,323,174,61,236,174,56,223,142,64,207,38,15,56,5,3,11,0,0,5,166,160,86,79,183,27,4
LGA55040,979,606,48,52,98,93,73,170,22,28,52,105,48,157,241,110,351,166,91,265,131,86,216,111,73,180,51,28,81,11,11,26,4,0,3,73,83,227,115,215,74,12
LGA55110,43372,46934,2398,2375,4773,5452,5456,10905,2541,2418,4962,2209,2291,4506,4347,4832,9182,4718,5251,9972,5229,5745,10978,5587,6370,11960,5983,6529,12513,3797,4059,7848,1108,1605,2707,1262,1361,31019,7880,26302,6060,2810
LGA55180,4574,4522,218,212,429,547,505,1052,271,271,544,213,170,385,455,449,907,452,501,944,617,628,1246,739,767,1510,614,598,1213,337,311,647,98,122,221,153,152,2957,914,2458,580,249
LGA55250,717,485,43,32,72,47,49,100,27,31,60,64,40,105,173,101,270,107,60,166,87,62,154,94,62,155,57,26,81,19,14,31,0,0,0,212,237,119,122,286,44,8
LGA55320,49641,53880,2526,2435,4959,6608,6339,12949,3253,3280,6536,3107,3102,6205,5385,5568,10955,6305,7101,13403,6538,7217,13754,6103,6890,12993,5492,6265,11756,3080,3597,6676,1248,2089,3336,438,477,41460,6458,30557,8678,4843
LGA55390,394,128,3,3,7,8,11,20,5,5,12,43,22,60,97,19,115,98,12,108,60,21,82,40,34,70,30,7,40,6,6,11,0,0,0,54,55,22,35,63,6,5
LGA55460,1603,1517,92,95,185,197,207,403,87,98,183,95,71,164,197,179,373,184,185,370,211,182,398,232,214,449,194,167,368,87,75,160,31,40,65,89,80,983,272,778,231,66
LGA55530,230,185,15,22,38,25,17,47,6,0,3,12,9,16,20,22,38,21,28,48,29,26,55,49,26,75,34,17,52,17,13,34,8,3,9,10,12,135,46,74,35,10
LGA55600,1153,1133,65,54,116,156,162,319,60,59,117,61,53,115,127,120,244,116,124,235,160,161,324,179,152,337,139,133,268,76,76,149,17,40,57,137,157,702,200,567,150,54
LGA55670,333,327,20,20,43,62,49,110,19,21,42,15,13,23,31,33,62,31,35,63,44,32,77,44,45,83,50,48,98,13,26,36,12,8,18,41,37,178,66,143,44,14
