,LGA_CODE_2021,G01_Total_Persons_Males,G01_Total_Persons_Females,G01_Total_Persons_Persons,G01_Age_groups_0_4_years_Males,G01_Age_groups_0_4_years_Females,G01_Age_groups_0_4_years_Persons,G01_Age_groups_5_14_years_Males,G01_Age_groups_5_14_years_Females,G01_Age_groups_5_14_years_Persons,G01_Age_groups_15_19_years_Males,G01_Age_groups_15_19_years_Females,G01_Age_groups_15_19_years_Persons,G01_Age_groups_20_24_years_Males,G01_Age_groups_20_24_years_Females,G01_Age_groups_20_24_years_Persons,G01_Age_groups_25_34_years_Males,G01_Age_groups_25_34_years_Females,G01_Age_groups_25_34_years_Persons,G01_Age_groups_35_44_years_Males,G01_Age_groups_35_44_years_Females,G01_Age_groups_35_44_years_Persons,G01_Age_groups_45_54_years_Males,G01_Age_groups_45_54_years_Females,G01_Age_groups_45_54_years_Persons,G01_Age_groups_55_64_years_Males,G01_Age_groups_55_64_years_Females,G01_Age_groups_55_64_years_Persons,G01_Age_groups_65_74_years_Males,G01_Age_groups_65_74_years_Females,G01_Age_groups_65_74_years_Persons,G01_Age_groups_75_84_years_Males,G01_Age_groups_75_84_years_Females,G01_Age_groups_75_84_years_Persons,G01_Age_groups_85_years_and_over_Males,G01_Age_groups_85_years_and_over_Females,G01_Age_groups_85_years_and_over_Persons,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Males,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Females,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Persons,G01_Birthplace_Australia_Males,G01_Birthplace_Australia_Females,G01_Birthplace_Australia_Persons,G01_Birthplace_Elsewhere_Males,G01_Birthplace_Elsewhere_Females,G01_Birthplace_Elsewhere_Persons,G01_Language_used_at_home_English_only_Males,G01_Language_used_at_home_English_only_Females,G01_Language_used_at_home_English_only_Persons,G01_Language_used_at_home_Other_Language_Males,G01_Language_used_at_home_Other_Language_Females,G01_Language_used_at_home_Other_Language_Persons,G01_Australian_citizen_Males,G01_Australian_citizen_Females,G01_Australian_citizen_Persons,G02_Median_age_of_persons,G02_Median_mortgage_repayment_monthly,G02_Median_total_personal_income_weekly,G02_Median_rent_weekly,G02_Median_total_family_income_weekly,G02_Average_number_of_Persons_per_bedroom,G02_Median_total_household_income_weekly,G02_Average_household_size,G06_PERSONS_Total_Married_in_a_registered_marriage,G06_PERSONS_Total_Married_in_a_de_facto_marriage,G06_PERSONS_Total_Not_married,G06_PERSONS_Total_Total,G09F_PERSONS_Afghanistan_Age_Total,G09F_PERSONS_Australia_Total,G09F_PERSONS_Bangladesh_Total,G09F_PERSONS_Bosnia_and_Herzegovina_Total,G09F_PERSONS_Brazil_Total,G09F_PERSONS_Cambodia_Total,G09F_PERSONS_Canada_Total,G09F_PERSONS_Chile_Total,G09F_PERSONS_China_excludes_SARs_and_Taiwan_Total,G09F_PERSONS_Croatia_Total,G09F_PERSONS_Egypt_Total,G09F_PERSONS_England_Total,G09F_PERSONS_Fiji_Total,G09F_PERSONS_France_Total,G09G_PERSONS_Germany_Total,G09G_PERSONS_Greece_Total,G09G_PERSONS_Hong_Kong_SAR_of_China_Total,G09G_PERSONS_India_Total,G09G_PERSONS_Indonesia_Total,G09G_PERSONS_Iran_Total,G09G_PERSONS_Iraq_Total,G09G_PERSONS_Ireland_Total,G09G_PERSONS_Italy_Total,G09G_PERSONS_Japan_Total,G09G_PERSONS_Korea_Republic_of_South_Total,G09G_PERSONS_Lebanon_Total,G09G_PERSONS_Malaysia_Total,G09G_PERSONS_Malta_Total,G09G_PERSONS_Mauritius_Total,G09G_PERSONS_Myanmar_Total,G09G_PERSONS_Nepal_Total,G09G_PERSONS_Netherlands_Total,G09G_PERSONS_New_Zealand_Total,G09G_PERSONS_North_Macedonia_Total,G09H_PERSONS_Pakistan_Total,G09H_PERSONS_Papua_New_Guinea_Total,G09H_PERSONS_Philippines_Total,G09H_PERSONS_Poland_Total,G09H_PERSONS_Samoa_Total,G09H_PERSONS_Scotland_Total,G09H_PERSONS_Singapore_Total,G09H_PERSONS_South_Africa_Total,G09H_PERSONS_Sri_Lanka_Total,G09H_PERSONS_Taiwan_Total,G09H_PERSONS_Thailand_Total,G09H_PERSONS_Turkey_Total,G09H_PERSONS_United_States_of_America_Total,G09H_PERSONS_Vietnam_Total,G09H_PERSONS_Wales_Total,G09H_PERSONS_Zimbabwe_Total,G09H_PERSONS_Born_elsewhere_Total,G09H_PERSONS_Country_of_birth_not_stated_Total,G14_Buddhism_Persons,G14_Christianity_Total_Persons,G14_Hinduism_Persons,G14_Islam_Persons,G14_Judaism_Persons,G14_Other_Religions_Total_Persons,G14_Secular_Beliefs_and_Other_Spiritual_Beliefs_and_No_Religious_Affiliation_Total_Persons,G14_Religious_affiliation_not_stated_Persons,G29_Couple_family_with_children_under_15_and_Total_Families,G29_Couple_family_with_no_children_under_15_and_Total_Families,G29_Couple_family_with_Total_Families,G56A_Agriculture_Forestry_and_Fishing_Total,G56A_Mining_Total,G56A_Manufacturing_Total,G56A_Electricity_Gas_Water_and_Waste_Services_Total,G56A_Construction_Total,G56A_Wholesale_Trade_Total,G56A_Retail_Trade_Total,G56A_Accommodation_and_Food_Services_Total,G56A_Transport_Postal_and_Warehousing_Total,G56A_Information_Media_and_Telecommunications_Total,G56A_Financial_and_Insurance_Services_Total,G56A_Rental_Hiring_and_Real_Estate_Services_Total,G56A_Professional_Scientific_and_Technical_Services_Total,G56A_Administrative_and_Support_Services_Total,G56A_Public_Administration_and_Safety_Total,G56A_Education_and_Training_Total,G56A_Health_Care_and_Social_Assistance_Total,G56A_Arts_and_Recreation_Services_Total,G56A_Other_Services_Total,G56A_Inadequately_described_Not_stated_Total
20,LGA11450,58587,60735,119325,5771,5417,11190,9659,9246,18901,3800,3698,7498,3453,3536,6987,9159,10296,19454,9298,9542,18834,7123,7153,14279,4889,5433,10328,3412,3786,7203,1596,1833,3432,428,793,1220,1888,1984,3868,43513,44947,88462,13339,14049,27386,43676,44675,88349,12857,13938,26794,52946,54712,107662,33,2500,984,500,2487,0.8,2353,3.1,45827,9230,29839,84894,173,88462,601,241,74,149,118,446,873,320,376,2725,1199,51,299,156,123,2866,240,204,1289,397,751,39,84,438,214,378,213,31,800,149,1763,170,678,50,1504,198,342,451,91,622,296,93,306,125,255,438,98,335,3543,3479,1814,70182,4302,5745,60,1578,30215,5425,13691,4698,18391,449,193,4172,670,7607,1984,5810,2868,4017,626,2339,1002,3109,1586,3967,5853,7655,639,2215,2706
21,LGA11500,86646,89874,176519,6665,6442,13106,13159,12597,25759,5604,5321,10930,5802,5479,11285,12016,13589,25608,13154,13440,26597,10029,10257,20283,9347,10151,19501,7037,7775,14817,3143,3545,6689,679,1271,1953,3421,3784,7205,52088,53001,105084,29875,31989,61869,50618,51418,102037,30639,32579,63220,72757,74723,147480,35,2100,738,380,1927,0.9,1700,2.9,61573,10850,55713,128134,321,105084,5504,238,82,470,121,821,2020,407,889,3442,2965,86,426,343,325,6833,848,293,1373,287,498,107,192,1431,470,229,426,129,3667,199,4299,249,1740,104,5006,468,1865,700,166,872,684,100,827,158,333,1219,112,210,7288,9564,4782,84136,12385,20408,55,2654,39255,12844,15871,7389,23262,244,150,6251,719,5683,2390,7532,3865,6116,966,3095,915,3876,2483,4487,5489,11389,701,2278,4166
22,LGA11520,42959,46218,89177,2573,2280,4851,4659,4594,9248,2047,2062,4102,2817,2576,5395,7218,7668,14886,6727,6944,13677,5473,6261,11738,4746,5512,10252,3718,4353,8074,2149,2594,4743,836,1380,2219,262,239,502,24499,25439,49943,16747,19013,35761,24852,25238,50084,16252,18987,35248,34503,36966,71473,39,3000,1107,560,2870,1.0,2371,2.5,34751,7652,27993,70401,33,49943,106,67,316,71,165,174,6992,172,384,2124,218,154,269,639,1309,2105,499,460,73,580,3435,222,2532,543,803,131,87,81,1107,103,1146,64,212,53,998,187,14,271,276,506,410,312,383,338,426,821,49,59,3261,3479,2874,47075,3338,1792,179,453,28525,4935,7432,3513,10951,85,87,1909,274,3653,1636,3453,2387,1531,1328,4488,1374,6221,1394,2460,4025,5796,770,1346,2097
23,LGA11570,186002,184997,371006,12742,11922,24664,25225,23590,48817,11822,10838,22662,13137,11986,25124,28274,27169,55449,25639,25432,51070,22304,23366,45671,20744,21181,41923,14420,15337,29760,8259,9249,17504,3441,4933,8374,1333,1473,2805,91696,90841,182532,82524,82970,165497,63870,61377,125243,108536,110572,219107,145565,148626,294183,36,2167,625,400,1786,1.0,1556,2.9,130333,14896,128362,273589,718,182532,7334,377,860,526,232,554,19510,588,2941,2714,2283,234,655,7072,2401,6509,4179,631,1902,610,3418,413,2851,21434,3072,452,533,1425,4263,169,3975,1911,5288,140,4906,547,609,333,476,588,596,540,1395,795,619,21972,85,152,19727,22970,22461,154874,7892,87423,205,2129,65597,30417,30317,17141,47462,261,102,8393,856,10925,4322,13579,7583,9985,2450,7529,2115,10066,4419,7229,11441,17425,1702,5104,8105
24,LGA11600,1527,1343,2866,99,107,210,178,180,354,71,66,141,81,74,160,271,200,472,170,170,337,207,164,371,211,178,390,151,100,251,63,58,126,22,37,56,124,125,253,1104,996,2103,224,173,402,1176,1069,2247,161,122,281,1161,1055,2211,37,867,837,200,1814,0.8,1516,2.5,805,306,717,1826,0,2103,0,0,0,0,0,0,0,0,4,25,24,5,0,0,3,72,3,0,0,10,13,4,22,0,34,0,0,0,0,0,22,0,0,0,30,0,0,8,0,25,0,4,3,0,5,0,0,4,63,358,8,1541,49,28,6,40,822,367,215,66,285,650,5,46,28,78,39,60,74,49,0,14,0,7,43,89,90,93,0,29,72
25,LGA11650,167980,178618,346596,10001,9413,19421,22187,20739,42931,10523,9754,20276,9383,9107,18486,18615,19505,38119,19909,21445,41358,21395,22793,44183,21289,23597,44882,18898,21797,40693,11851,13850,25702,3929,6619,10545,8392,8655,17047,133374,140344,273712,26344,29342,55682,148011,156001,304010,11364,13281,24646,151215,160370,311582,43,2000,727,400,1954,0.8,1507,2.5,118204,30852,112632,261690,20,273712,131,73,406,94,681,390,1893,307,424,15787,443,346,1219,341,364,2362,536,218,53,1176,940,353,810,238,520,666,180,69,533,955,5863,48,201,294,2487,431,68,1808,236,2100,306,115,856,139,1252,431,499,325,5699,17199,3414,176433,2205,1500,439,1633,138374,22602,25338,12566,37902,1245,760,8971,1536,17381,3300,15419,10559,5600,2608,4929,2353,8995,4939,9173,12405,26789,2000,5803,6083
26,LGA11700,876,846,1725,48,39,88,109,106,212,51,52,107,52,51,106,95,127,217,82,104,182,108,116,225,126,117,240,135,87,222,56,45,105,10,13,22,295,331,630,654,643,1291,32,32,63,675,661,1334,12,13,27,678,658,1338,42,650,524,153,1128,0.8,988,2.3,316,174,573,1058,0,1291,0,0,0,0,0,0,4,0,0,6,3,0,10,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,366,6,716,0,0,0,6,621,374,66,23,95,174,7,0,7,12,0,17,35,12,0,0,0,10,12,49,83,45,4,13,29
27,LGA11720,32030,31603,63632,2202,2077,4283,4384,4163,8551,1924,1812,3736,1962,1888,3846,4595,4508,9106,4033,3858,7898,3932,3817,7749,3782,3858,7635,3301,3279,6577,1494,1593,3083,416,749,1167,3395,3086,6480,28168,27753,55921,2282,2307,4589,28235,29124,57361,778,976,1754,28277,29289,57566,37,1647,696,340,1818,0.8,1493,2.6,19313,6435,19413,45160,5,55921,7,3,7,5,49,11,83,20,21,1199,51,33,164,11,37,171,16,10,7,54,42,13,29,32,48,29,6,6,40,92,609,8,23,20,305,22,20,224,17,166,29,15,131,11,123,96,45,26,406,3124,371,30872,205,112,16,243,26401,5406,4665,2063,6727,410,2318,2032,356,2482,640,2632,2374,1113,138,457,354,964,1265,1361,1632,3877,275,1243,1187
28,LGA11730,27064,27059,54115,1282,1285,2578,3184,2895,6082,1468,1264,2731,1246,1129,2369,2638,2571,5203,2707,2693,5404,3154,3368,6516,4146,4252,8407,4231,4123,8356,2314,2406,4719,687,1070,1757,2299,2095,4391,22915,22727,45642,2097,2367,4466,23681,24371,48046,648,849,1496,23771,24549,48320,49,1378,578,310,1398,0.8,1123,2.3,17957,4998,16356,39315,3,45642,3,3,13,9,73,22,74,4,11,1307,30,34,159,7,37,168,29,14,3,45,47,29,12,4,38,22,4,0,13,153,655,3,13,62,219,15,10,140,22,127,28,28,75,15,142,38,44,26,419,4009,375,26711,101,87,23,291,20845,5684,3051,1477,4532,1191,138,997,214,1804,293,2098,1734,758,118,235,252,656,698,1779,1664,3297,240,763,840
29,LGA11750,2062,1993,4059,145,131,279,270,284,552,122,105,231,114,111,228,293,292,592,241,271,508,238,208,444,298,253,552,216,176,390,94,113,211,26,45,75,269,310,579,1592,1519,3113,139,155,302,1664,1615,3278,90,92,181,1675,1602,3276,37,1096,900,200,2260,0.7,1740,2.3,1044,413,1053,2510,0,3113,3,0,0,3,4,0,10,0,7,27,5,0,6,0,0,20,3,0,0,7,6,0,0,0,3,0,0,0,3,7,56,0,7,10,21,0,0,4,0,17,4,0,5,0,7,4,3,3,34,648,28,2189,11,12,0,17,1135,661,282,94,373,195,568,37,30,92,28,128,121,50,3,10,13,22,50,124,128,108,7,61,63
30,LGA11800,38010,40746,78759,2038,2021,4060,5029,4877,9907,2267,2240,4505,1841,1760,3601,4267,4520,8788,4404,4865,9273,4687,5136,9821,4999,5581,10579,4923,5252,10183,2640,3089,5726,919,1402,2320,2196,2363,4558,29991,31789,61784,5698,6560,12260,32240,34550,66787,3439,3792,7229,33344,35678,69016,44,1733,688,375,1685,0.8,1363,2.4,26301,7151,24632,58084,66,61784,10,8,41,10,207,30,202,27,44,2546,94,86,392,24,65,1349,78,17,390,151,131,118,61,19,365,37,12,455,94,240,1109,4,33,99,405,61,17,287,29,425,40,98,188,12,269,86,71,54,1589,4716,827,35202,335,428,65,2628,33148,6116,5368,2330,7698,1832,117,1011,256,3409,639,3648,3059,1011,262,559,495,1559,1242,2135,3105,6526,449,1364,1368
31,LGA12000,2166,2227,4385,132,111,240,304,314,624,151,139,293,87,96,179,205,238,439,223,222,438,251,279,533,289,315,599,304,261,565,164,171,335,59,75,135,98,145,244,1903,1972,3878,99,104,202,1998,2074,4070,37,24,55,2011,2071,4081,44,1300,693,210,1691,0.8,1310,2.5,1641,338,1184,3167,0,3878,0,0,0,0,3,0,0,0,0,59,0,6,4,0,0,6,0,0,0,0,0,3,0,0,4,0,0,4,0,11,34,0,5,0,0,0,0,4,0,7,0,0,0,0,3,0,0,0,25,311,5,2806,12,8,0,8,1214,334,313,136,444,386,14,101,30,153,70,143,110,107,4,20,17,60,37,156,207,222,6,68,75
32,LGA12150,1865,1861,3732,176,131,309,275,225,503,114,98,207,78,104,184,199,267,460,202,198,395,210,222,435,252,258,511,213,189,404,121,117,240,29,55,85,634,637,1267,1542,1497,3038,56,69,124,1569,1555,3122,37,44,80,1578,1561,3140,39,867,661,190,1533,0.8,1231,2.4,909,325,1136,2367,0,3038,0,0,0,0,0,0,5,0,0,20,0,0,12,0,0,27,4,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,0,0,0,7,0,0,0,0,0,3,3,0,9,566,11,2322,17,9,0,8,805,560,199,83,279,364,0,14,14,89,39,79,60,56,6,11,0,33,20,101,185,189,4,39,74
33,LGA12160,5672,5732,11403,313,288,607,732,640,1378,333,295,636,258,237,490,497,499,999,525,568,1096,628,678,1303,837,840,1674,881,878,1763,519,565,1086,151,230,382,379,345,728,4755,4852,9605,397,384,780,5022,5139,10161,189,168,355,5061,5160,10221,49,1170,627,220,1518,0.7,1132,2.3,4087,908,3219,8213,5,9605,7,3,0,0,7,0,75,0,0,198,25,0,24,3,6,29,11,0,0,17,8,0,3,0,7,8,0,5,10,16,91,0,3,8,54,4,3,29,6,23,7,11,9,0,13,11,0,5,57,1020,37,7338,26,11,9,31,2941,1005,732,288,1021,690,28,349,56,342,93,407,277,260,16,62,30,183,125,259,335,604,41,147,197
34,LGA12350,6316,6409,12724,345,342,684,749,724,1474,379,347,719,348,302,647,615,673,1285,592,613,1203,769,791,1560,895,863,1763,922,951,1869,538,563,1105,164,247,411,551,572,1126,5328,5412,10740,438,465,902,5555,5681,11237,239,233,478,5650,5785,11438,47,1200,606,230,1447,0.7,1112,2.3,4282,1084,3922,9300,0,10740,6,0,6,5,5,3,22,10,4,194,12,5,39,4,8,44,9,0,3,12,10,4,7,0,11,10,0,0,7,34,82,0,7,9,56,0,7,31,10,33,0,0,8,0,30,8,5,0,147,1082,60,7919,33,25,6,48,3443,1187,747,378,1129,842,52,356,59,340,169,487,359,207,21,55,41,142,132,269,426,723,35,205,242
35,LGA12380,121502,113938,235439,8579,7875,16450,15484,14951,30434,6523,6129,12646,10164,8492,18657,23316,20317,43631,19202,16884,36083,13267,12731,25996,11486,11675,23165,7838,8293,16129,4246,4556,8806,1394,2047,3442,703,808,1516,47181,46376,93550,65331,59980,125309,32384,30350,62732,78916,74579,153492,81885,82156,164041,34,2167,654,415,1808,1.1,1678,3.0,84302,7169,81907,173381,6206,93550,1108,445,93,352,85,374,15537,799,796,1138,1817,69,295,624,1270,19929,878,1951,2921,241,1135,130,4481,11185,1496,1159,246,780,10055,84,2247,118,4787,51,4265,265,325,201,298,291,4329,701,796,3819,285,4865,30,127,9827,16583,9526,81807,31662,53608,57,3283,35042,20458,20586,9507,30097,225,95,5978,679,6727,2990,8537,5155,5646,1510,5269,1080,6915,3443,4251,5570,12538,735,2339,6347
36,LGA12390,27139,27784,54922,1946,1943,3888,3925,3694,7620,1650,1498,3148,1532,1559,3086,4177,4146,8321,3313,3351,6671,3056,3217,6273,3131,3297,6424,2520,2652,5169,1426,1701,3131,459,722,1186,4597,4504,9101,21948,22779,44736,2683,2607,5285,21893,23296,45188,2067,2089,4153,22395,23853,46247,36,1517,837,300,1969,0.8,1597,2.5,16771,4619,15685,37074,5,44736,145,3,11,8,30,25,183,4,19,564,80,30,80,25,39,762,30,26,8,48,40,15,49,46,55,8,11,16,714,82,400,9,172,27,380,20,0,73,17,124,183,35,62,8,77,70,4,101,385,4898,390,31153,1241,534,28,428,14989,6173,4073,1449,5527,1202,374,1310,349,2301,654,2422,1754,908,178,403,290,957,666,2060,2404,4798,386,972,1004
37,LGA12700,4761,4781,9541,260,257,509,636,622,1257,267,258,525,204,190,394,421,442,864,552,572,1120,599,648,1242,761,767,1529,643,610,1254,345,315,658,68,112,184,355,332,690,4257,4237,8492,249,273,521,4517,4511,9027,38,52,91,4507,4522,9030,46,1820,710,300,1856,0.8,1485,2.5,3767,909,2500,7174,0,8492,0,0,0,0,3,0,3,5,0,206,3,3,26,0,0,3,0,0,0,16,7,3,0,0,12,5,0,0,0,14,64,0,0,3,11,3,0,21,0,19,0,0,0,0,20,0,0,5,43,530,21,5321,13,5,8,20,3579,575,743,375,1119,413,188,261,68,542,110,357,195,205,22,79,56,229,141,210,364,537,37,201,190
38,LGA12730,4170,4286,8456,240,206,444,554,483,1037,227,248,480,199,201,398,418,450,868,402,440,846,493,532,1022,603,653,1262,605,533,1136,306,365,676,115,175,286,190,220,410,3483,3604,7093,230,253,486,3660,3769,7430,108,137,250,3659,3794,7453,46,1083,701,220,1709,0.7,1240,2.2,2755,809,2422,5996,0,7093,0,0,0,0,9,0,15,0,0,97,4,0,18,4,3,42,3,0,0,6,22,0,4,0,10,0,0,0,7,15,63,0,4,3,32,0,0,20,0,20,16,0,8,0,9,8,0,4,33,875,32,4298,34,6,0,32,3180,876,551,218,769,662,7,174,102,262,87,334,229,135,27,57,24,121,83,243,311,586,36,135,157
39,LGA12750,19892,20696,40593,850,797,1648,2038,1932,3971,1017,882,1898,714,629,1342,1539,1629,3172,1708,1837,3547,2279,2479,4767,3279,3652,6929,3925,3899,7823,1956,2043,4000,580,915,1498,1218,1249,2466,15541,16066,31607,2646,2935,5578,17630,18311,35935,742,873,1622,17808,18570,36377,54,1517,618,325,1436,0.7,1167,2.2,14695,3950,11904,30546,0,31607,4,5,13,6,89,34,58,116,12,1936,24,42,295,46,14,161,33,0,0,93,115,23,15,10,39,49,11,0,53,188,541,16,6,31,145,40,6,239,22,145,22,6,57,17,150,47,50,19,542,3406,312,18845,124,83,25,180,17251,3769,2023,1046,3071,393,61,466,172,1887,195,1790,1464,472,170,180,264,658,598,1221,1197,2404,231,605,651
40,LGA12850,102874,105605,208475,5526,5331,10848,13666,12725,26395,7490,6950,14439,7501,7184,14686,13712,13336,27047,11803,13160,24959,13029,14164,27188,13804,14137,27942,9783,10596,20373,4810,5346,10159,1756,2690,4440,729,799,1525,41662,38737,80400,55397,61262,116655,25690,23065,48753,70109,75184,145297,80619,82468,163081,39,2000,485,390,1482,1.0,1390,3.2,72078,6704,80450,159233,484,80400,100,894,30,7507,75,1411,3846,1791,402,822,1302,91,409,405,444,665,486,1243,24983,108,3041,57,117,2717,737,864,190,315,118,85,2185,783,357,21,2385,390,920,143,106,91,183,157,1526,682,212,34072,23,36,16633,11417,41473,104761,1299,13190,36,1888,30766,15054,14489,12112,26596,419,69,7283,478,5353,2441,7042,3678,4961,767,2996,809,3293,2243,2668,3906,7356,522,2591,4950
41,LGA12870,6429,6471,12899,303,288,599,746,679,1423,332,327,659,286,249,534,561,574,1135,550,604,1153,757,771,1525,966,985,1956,1100,1068,2169,614,670,1284,208,264,468,156,147,300,5467,5463,10932,427,506,936,5805,5877,11684,145,151,294,5805,5865,11673,51,1300,646,250,1592,0.7,1187,2.2,4645,1218,3644,9505,0,10932,0,0,0,0,5,3,18,4,0,321,3,3,47,0,5,22,6,0,0,9,23,4,16,0,6,9,0,3,0,30,105,0,5,4,70,5,0,59,3,8,0,0,13,6,11,13,8,5,62,1030,55,6988,20,25,0,21,4733,1059,796,349,1143,685,9,795,42,500,98,504,395,297,13,50,32,139,144,257,340,675,47,193,243
42,LGA12900,4597,4716,9319,260,287,548,634,664,1302,283,260,539,257,221,482,472,523,1003,490,514,1003,516,556,1074,611,604,1217,586,541,1126,371,377,748,112,174,284,594,642,1236,4012,4057,8068,165,234,398,4132,4221,8358,87,113,200,4152,4249,8396,42,1283,718,230,1691,0.7,1259,2.4,3069,760,2653,6481,0,8068,3,0,0,5,7,0,17,0,0,83,3,4,15,5,4,34,0,0,0,6,14,3,0,0,6,0,0,0,12,10,48,0,0,0,31,0,0,12,0,16,11,0,9,0,8,3,3,4,27,848,34,6011,28,6,5,9,2376,857,632,233,861,731,147,167,44,295,134,392,225,168,20,44,31,129,72,212,450,508,31,174,177
43,LGA12930,75024,77250,152274,4018,3617,7632,8560,8073,16631,4141,3870,8009,6126,5462,11587,12136,11531,23667,10081,10599,20681,9026,10033,19057,8992,9656,18651,6578,7319,13895,3762,4469,8224,1616,2610,4229,482,554,1036,38551,37971,76519,33649,36444,70099,32531,31571,64097,39098,41928,81024,57635,59612,117251,38,2474,792,450,2209,1.0,1991,2.8,60208,7482,52489,120180,21,76519,800,315,542,90,154,317,21125,719,1262,1839,774,131,298,2479,3597,2163,1642,161,133,330,1102,322,473,1794,1509,203,124,113,8748,98,1920,1814,291,70,2788,237,60,241,387,442,233,526,788,133,372,1299,62,70,5006,5656,7288,72565,10363,6964,212,614,45217,9053,12138,7784,19917,143,58,3371,446,4804,2261,6936,4534,4318,1292,5235,1419,7079,2636,3355,5467,10561,898,2198,3456
44,LGA12950,2122,2174,4295,138,128,258,288,273,563,101,120,219,81,82,160,220,226,444,191,244,435,265,267,531,320,330,650,297,261,555,171,179,353,55,72,129,317,300,621,1798,1821,3616,50,89,142,1838,1887,3727,27,37,66,1856,1899,3751,46,1083,632,200,1384,0.7,1149,2.3,1425,291,1181,2904,0,3616,0,0,0,0,0,0,3,0,0,44,0,0,7,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,0,0,0,21,0,0,0,0,7,0,6,3,0,3,0,0,0,5,536,11,2655,3,6,0,0,1062,559,262,101,364,493,9,34,26,91,20,140,88,61,7,14,6,44,33,143,175,232,13,56,92
45,LGA13010,4409,4518,8931,209,186,385,483,496,976,236,255,493,190,169,355,434,414,849,410,430,840,516,559,1074,710,699,1416,684,691,1375,425,433,855,109,188,303,339,338,677,3602,3688,7287,327,342,670,3772,3949,7718,78,127,206,3775,3965,7743,50,1083,528,220,1324,0.7,934,2.1,2848,759,2792,6395,0,7287,0,3,0,0,5,0,21,3,0,189,3,0,24,0,0,44,11,0,3,9,0,6,11,3,0,0,3,0,36,14,89,0,6,9,24,0,0,20,6,11,0,0,9,0,18,7,4,7,62,970,38,4996,52,19,12,62,2600,1162,453,208,664,613,9,111,29,196,63,311,240,111,18,37,30,103,120,299,259,434,29,157,164
46,LGA13310,16141,15909,32053,953,876,1829,2042,1910,3953,956,822,1775,940,762,1698,2104,1995,4097,1867,1870,3740,1990,1993,3987,2165,2115,4284,1804,1935,3744,1001,1114,2121,315,508,825,833,787,1619,13234,13152,26387,1792,1718,3507,13630,13882,27516,1011,987,1995,13956,14268,28224,41,1733,749,320,1939,0.7,1466,2.4,10357,2853,9677,22890,9,26387,38,4,27,10,23,16,136,27,19,712,59,21,77,46,13,235,37,17,12,36,57,12,49,47,35,26,10,7,144,73,320,9,33,21,207,27,9,90,17,71,18,13,53,12,65,31,16,19,418,2155,241,18107,319,207,14,183,10014,2973,2205,955,3163,550,244,872,189,1507,283,1405,1009,675,90,174,171,556,458,1533,1075,2246,144,585,559
47,LGA13340,5657,5492,11157,330,325,653,845,751,1591,421,371,797,227,203,433,457,475,934,584,676,1253,664,709,1376,844,818,1669,784,698,1486,406,339,743,89,134,229,194,183,376,4792,4650,9443,332,348,678,5078,4934,10014,116,119,236,5092,4930,10025,44,1300,723,220,1833,0.8,1420,2.5,4095,802,2836,7734,0,9443,3,0,0,3,5,4,10,5,3,187,9,3,52,0,3,34,0,0,3,17,5,3,0,5,6,4,4,0,0,40,96,0,0,4,34,0,0,19,0,9,4,0,12,0,13,9,6,4,46,1030,32,6478,35,16,3,13,3473,1110,813,378,1190,1033,19,351,34,452,104,342,233,281,20,51,32,179,113,274,479,572,34,186,213
48,LGA13450,13591,13494,27086,885,862,1746,1799,1712,3514,914,802,1709,821,744,1560,2023,1992,4019,1734,1665,3396,1701,1730,3433,1641,1577,3221,1155,1210,2369,667,768,1431,258,429,689,700,736,1434,9379,9471,18844,3091,2991,6080,9290,9379,18662,3190,3083,6278,10584,10796,21384,37,1473,837,290,2006,0.8,1738,2.7,9650,1822,7966,19435,44,18844,26,0,25,8,8,14,82,0,9,215,173,9,33,7,9,1899,25,10,6,31,845,0,13,12,283,10,5,12,22,25,417,0,170,12,383,4,179,30,3,142,40,126,36,73,31,7,8,44,489,2160,176,16544,1330,732,9,964,5007,2323,2134,1017,3150,1699,24,2568,190,934,378,1384,646,401,62,155,117,458,357,542,886,1529,101,497,764
49,LGA13550,6438,6495,12929,497,449,949,1000,944,1943,344,330,681,368,318,689,849,892,1747,720,783,1509,675,717,1394,798,773,1575,665,603,1264,374,475,851,133,207,332,1013,1008,2021,5530,5542,11069,309,371,681,5662,5734,11402,211,207,413,5722,5790,11508,37,1476,780,300,2001,0.7,1557,2.5,4023,1240,3527,8795,0,11069,0,0,8,0,7,3,24,0,0,121,20,3,22,0,3,25,15,0,0,3,5,5,13,0,9,7,0,0,4,11,78,0,3,13,85,0,0,14,0,41,4,8,6,0,19,10,9,6,56,1179,49,7357,22,13,0,29,4192,1264,1019,353,1371,758,831,270,65,345,168,456,339,181,23,62,77,175,213,251,533,636,31,271,204
