,LGA_CODE_2021,G01_Total_Persons_Males,G01_Total_Persons_Females,G01_Total_Persons_Persons,G01_Age_groups_0_4_years_Males,G01_Age_groups_0_4_years_Females,G01_Age_groups_0_4_years_Persons,G01_Age_groups_5_14_years_Males,G01_Age_groups_5_14_years_Females,G01_Age_groups_5_14_years_Persons,G01_Age_groups_15_19_years_Males,G01_Age_groups_15_19_years_Females,G01_Age_groups_15_19_years_Persons,G01_Age_groups_20_24_years_Males,G01_Age_groups_20_24_years_Females,G01_Age_groups_20_24_years_Persons,G01_Age_groups_25_34_years_Males,G01_Age_groups_25_34_years_Females,G01_Age_groups_25_34_years_Persons,G01_Age_groups_35_44_years_Males,G01_Age_groups_35_44_years_Females,G01_Age_groups_35_44_years_Persons,G01_Age_groups_45_54_years_Males,G01_Age_groups_45_54_years_Females,G01_Age_groups_45_54_years_Persons,G01_Age_groups_55_64_years_Males,G01_Age_groups_55_64_years_Females,G01_Age_groups_55_64_years_Persons,G01_Age_groups_65_74_years_Males,G01_Age_groups_65_74_years_Females,G01_Age_groups_65_74_years_Persons,G01_Age_groups_75_84_years_Males,G01_Age_groups_75_84_years_Females,G01_Age_groups_75_84_years_Persons,G01_Age_groups_85_years_and_over_Males,G01_Age_groups_85_years_and_over_Females,G01_Age_groups_85_years_and_over_Persons,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Males,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Females,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Persons,G01_Birthplace_Australia_Males,G01_Birthplace_Australia_Females,G01_Birthplace_Australia_Persons,G01_Birthplace_Elsewhere_Males,G01_Birthplace_Elsewhere_Females,G01_Birthplace_Elsewhere_Persons,G01_Language_used_at_home_English_only_Males,G01_Language_used_at_home_English_only_Females,G01_Language_used_at_home_English_only_Persons,G01_Language_used_at_home_Other_Language_Males,G01_Language_used_at_home_Other_Language_Females,G01_Language_used_at_home_Other_Language_Persons,G01_Australian_citizen_Males,G01_Australian_citizen_Females,G01_Australian_citizen_Persons,G02_Median_age_of_persons,G02_Median_mortgage_repayment_monthly,G02_Median_total_personal_income_weekly,G02_Median_rent_weekly,G02_Median_total_family_income_weekly,G02_Average_number_of_Persons_per_bedroom,G02_Median_total_household_income_weekly,G02_Average_household_size,G06_PERSONS_Total_Married_in_a_registered_marriage,G06_PERSONS_Total_Married_in_a_de_facto_marriage,G06_PERSONS_Total_Not_married,G06_PERSONS_Total_Total,G09F_PERSONS_Afghanistan_Age_Total,G09F_PERSONS_Australia_Total,G09F_PERSONS_Bangladesh_Total,G09F_PERSONS_Bosnia_and_Herzegovina_Total,G09F_PERSONS_Brazil_Total,G09F_PERSONS_Cambodia_Total,G09F_PERSONS_Canada_Total,G09F_PERSONS_Chile_Total,G09F_PERSONS_China_excludes_SARs_and_Taiwan_Total,G09F_PERSONS_Croatia_Total,G09F_PERSONS_Egypt_Total,G09F_PERSONS_England_Total,G09F_PERSONS_Fiji_Total,G09F_PERSONS_France_Total,G09G_PERSONS_Germany_Total,G09G_PERSONS_Greece_Total,G09G_PERSONS_Hong_Kong_SAR_of_China_Total,G09G_PERSONS_India_Total,G09G_PERSONS_Indonesia_Total,G09G_PERSONS_Iran_Total,G09G_PERSONS_Iraq_Total,G09G_PERSONS_Ireland_Total,G09G_PERSONS_Italy_Total,G09G_PERSONS_Japan_Total,G09G_PERSONS_Korea_Republic_of_South_Total,G09G_PERSONS_Lebanon_Total,G09G_PERSONS_Malaysia_Total,G09G_PERSONS_Malta_Total,G09G_PERSONS_Mauritius_Total,G09G_PERSONS_Myanmar_Total,G09G_PERSONS_Nepal_Total,G09G_PERSONS_Netherlands_Total,G09G_PERSONS_New_Zealand_Total,G09G_PERSONS_North_Macedonia_Total,G09H_PERSONS_Pakistan_Total,G09H_PERSONS_Papua_New_Guinea_Total,G09H_PERSONS_Philippines_Total,G09H_PERSONS_Poland_Total,G09H_PERSONS_Samoa_Total,G09H_PERSONS_Scotland_Total,G09H_PERSONS_Singapore_Total,G09H_PERSONS_South_Africa_Total,G09H_PERSONS_Sri_Lanka_Total,G09H_PERSONS_Taiwan_Total,G09H_PERSONS_Thailand_Total,G09H_PERSONS_Turkey_Total,G09H_PERSONS_United_States_of_America_Total,G09H_PERSONS_Vietnam_Total,G09H_PERSONS_Wales_Total,G09H_PERSONS_Zimbabwe_Total,G09H_PERSONS_Born_elsewhere_Total,G09H_PERSONS_Country_of_birth_not_stated_Total,G14_Buddhism_Persons,G14_Christianity_Total_Persons,G14_Hinduism_Persons,G14_Islam_Persons,G14_Judaism_Persons,G14_Other_Religions_Total_Persons,G14_Secular_Beliefs_and_Other_Spiritual_Beliefs_and_No_Religious_Affiliation_Total_Persons,G14_Religious_affiliation_not_stated_Persons,G29_Couple_family_with_children_under_15_and_Total_Families,G29_Couple_family_with_no_children_under_15_and_Total_Families,G29_Couple_family_with_Total_Families,G56A_Agriculture_Forestry_and_Fishing_Total,G56A_Mining_Total,G56A_Manufacturing_Total,G56A_Electricity_Gas_Water_and_Waste_Services_Total,G56A_Construction_Total,G56A_Wholesale_Trade_Total,G56A_Retail_Trade_Total,G56A_Accommodation_and_Food_Services_Total,G56A_Transport_Postal_and_Warehousing_Total,G56A_Information_Media_and_Telecommunications_Total,G56A_Financial_and_Insurance_Services_Total,G56A_Rental_Hiring_and_Real_Estate_Services_Total,G56A_Professional_Scientific_and_Technical_Services_Total,G56A_Administrative_and_Support_Services_Total,G56A_Public_Administration_and_Safety_Total,G56A_Education_and_Training_Total,G56A_Health_Care_and_Social_Assistance_Total,G56A_Arts_and_Recreation_Services_Total,G56A_Other_Services_Total,G56A_Inadequately_described_Not_stated_Total
478,LGA57910,109870,116500,226369,6893,6465,13360,12761,12143,24903,5700,5472,11170,6505,6871,13378,18166,19413,37576,17286,17640,34928,13918,14275,28195,11691,12516,24207,9163,10941,20107,5545,7100,12645,2235,3659,5894,1255,1349,2606,63571,67028,130595,40752,44511,85253,74596,78415,153013,29370,32680,62054,89419,95551,184973,38,1967,912,340,2332,0.8,1786,2.4,77425,19499,73808,170727,383,130595,135,692,1334,121,670,230,3174,694,309,11841,82,527,1023,763,808,6737,878,1119,822,2415,3958,716,510,134,2831,73,547,1372,582,639,4529,1420,1013,107,1858,897,26,1824,1225,4110,802,441,888,220,1006,3812,406,887,13695,10515,8682,98310,6122,8339,2800,2851,84918,14348,18292,7624,25915,564,6852,4487,1239,9972,2515,10258,7835,4401,1279,3682,1925,11628,4311,6845,10518,17779,2350,4513,5258
479,LGA57980,8219,9044,17267,405,404,814,950,960,1913,426,366,792,447,566,1013,1247,1414,2660,1133,1279,2411,1015,1120,2135,947,1041,1989,962,983,1947,522,631,1153,157,287,439,62,65,128,4973,5450,10423,2843,3253,6097,6441,6970,13411,1326,1687,3012,6912,7551,14464,40,2539,1210,400,3242,0.9,2140,2.1,5767,1646,5707,13122,0,10423,10,28,68,5,105,25,298,26,12,1383,8,99,93,13,72,253,93,97,5,192,102,184,69,9,318,0,13,15,9,78,284,3,21,9,100,54,0,209,165,275,40,38,63,10,177,69,38,56,783,753,415,6506,225,205,75,95,8566,1176,1323,471,1791,42,702,239,89,359,150,535,487,171,118,322,165,1623,171,461,972,1794,214,205,336
480,LGA58050,75992,76981,152974,5851,5412,11262,11366,10604,21970,5025,4571,9598,4883,4726,9608,11163,12150,23311,11373,11505,22878,9670,10143,19814,8202,8511,16713,5306,5551,10855,2443,2756,5197,712,1055,1767,2568,2733,5302,47222,47266,94489,24823,26537,51363,54733,54701,109433,17018,18542,35555,64108,64691,128802,35,1842,840,340,2109,0.8,1843,2.8,51349,13049,44449,108848,753,94489,141,374,121,188,202,78,764,363,130,8702,87,139,511,75,242,6075,471,366,631,741,786,143,135,71,1140,82,656,1079,185,341,5509,254,399,96,4033,339,38,1239,679,2133,530,138,636,40,383,2265,256,1024,5609,7127,3729,63219,4706,6084,168,3297,61474,10306,14399,5715,20120,766,5156,4936,807,6995,2581,7829,4697,4892,566,1436,1017,3677,2389,4570,5350,10162,1122,3545,4041
481,LGA58190,217,172,386,8,10,18,32,23,50,14,4,20,10,4,12,28,15,45,12,23,37,31,33,64,46,24,69,17,21,40,12,10,25,0,5,6,10,17,29,165,122,288,18,28,40,184,142,327,0,0,0,175,136,304,46,563,701,161,1583,0.8,1125,2.5,113,30,110,249,0,288,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,60,0,178,0,0,0,0,145,64,32,12,38,89,5,5,0,5,4,11,0,0,0,0,0,0,0,9,18,11,0,0,8
482,LGA58260,296,274,575,24,24,44,32,41,76,11,11,19,8,8,25,28,38,62,38,36,77,34,39,71,44,38,76,41,29,72,25,19,45,4,3,6,25,28,50,219,191,409,37,38,71,247,221,467,9,8,16,235,211,445,42,650,748,120,1696,0.8,1366,2.3,182,61,114,360,0,409,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,91,6,227,0,0,0,0,238,101,43,8,57,105,12,0,13,6,10,7,10,15,0,0,0,0,0,23,14,12,0,3,3
483,LGA58330,2370,2229,4601,77,85,158,255,216,471,114,101,210,95,58,150,160,186,338,201,212,412,323,332,659,489,474,967,444,374,818,186,168,353,34,35,72,73,60,136,1567,1483,3051,498,510,1009,2006,1925,3932,68,84,155,1955,1844,3796,54,1564,624,285,1579,0.7,1272,2.3,1707,365,1189,3254,0,3051,0,0,0,0,5,0,5,0,0,474,0,6,27,0,0,5,9,0,0,17,10,6,0,0,13,9,4,3,0,26,153,0,0,4,11,6,0,36,4,29,0,0,4,0,19,4,19,10,79,546,41,1702,0,10,0,36,2172,636,229,140,374,136,199,91,14,209,54,128,75,86,7,21,23,64,52,161,143,226,21,70,99
484,LGA58400,151,137,298,0,8,9,14,8,22,5,12,20,3,7,13,16,18,34,6,10,16,16,23,38,38,25,61,34,20,47,14,14,29,0,0,0,9,8,15,112,95,212,17,27,41,130,115,251,3,4,9,129,113,244,55,531,512,120,1125,0.6,864,1.9,83,26,102,207,0,212,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,0,116,0,0,0,0,143,39,9,5,15,56,5,0,0,7,4,3,6,12,0,0,3,0,0,14,3,16,0,4,3
485,LGA58470,95,79,170,8,10,19,10,12,25,4,6,8,3,4,10,4,14,22,13,11,24,15,8,24,21,7,25,10,3,15,0,0,0,0,0,0,54,38,95,78,60,140,3,9,10,70,61,133,13,12,22,82,66,147,37,826,484,75,1312,0.9,1300,2.9,29,25,59,111,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,18,0,60,0,0,0,3,85,21,15,0,18,20,5,0,0,0,0,0,0,0,0,0,0,0,0,13,8,8,0,0,0
486,LGA58510,18416,18477,36889,991,1044,2039,1623,1502,3122,737,760,1495,1500,1546,3045,3920,3815,7737,3075,2883,5954,2204,2118,4324,1916,1777,3695,1404,1432,2834,707,913,1626,343,677,1022,338,318,656,10463,10248,20707,6711,7145,13857,12871,12406,25273,4211,4769,8984,14049,13880,27931,36,2000,987,350,2473,0.8,1844,2.2,10747,4029,12860,27631,79,20707,84,25,136,32,123,36,697,38,56,2016,17,86,158,19,173,1185,433,139,52,320,395,133,264,20,774,12,89,150,559,137,889,7,156,30,401,92,3,311,340,326,213,118,204,41,190,280,85,121,1623,2318,1308,12896,1309,1291,27,348,16499,3204,2660,734,3398,64,1525,705,220,1430,447,1458,1641,871,208,543,344,2263,781,1323,1785,2808,496,683,818
487,LGA58540,424,381,802,17,15,37,47,51,97,18,17,38,12,5,19,38,36,75,43,55,101,65,49,114,77,73,152,57,45,102,29,26,50,6,3,12,14,18,31,318,263,580,51,72,125,361,318,679,13,12,26,340,291,631,48,537,963,150,2200,0.7,1653,2.3,289,81,146,520,0,580,0,0,0,0,0,0,0,0,0,29,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,44,0,0,0,12,0,0,6,0,6,3,0,4,0,6,0,0,0,3,97,4,343,0,0,0,0,352,110,53,25,80,203,11,11,0,12,29,15,19,20,0,0,3,7,4,14,22,13,3,16,15
488,LGA58570,18240,18293,36537,1007,889,1896,1679,1668,3345,658,632,1286,1174,1373,2549,4087,4222,8305,3269,3031,6304,2397,2257,4660,1962,1869,3835,1217,1267,2485,554,645,1197,221,438,667,151,160,318,11368,11346,22710,5851,6170,12023,13895,13466,27361,3264,3973,7236,15064,15144,30214,36,2197,1193,400,3050,0.9,2209,2.2,10174,4980,12501,27650,13,22710,20,61,168,19,173,51,465,56,22,2179,16,140,175,153,152,441,161,92,15,451,746,149,193,11,447,16,76,88,123,77,715,117,59,25,190,116,4,392,265,432,63,114,138,31,299,574,61,108,1361,1807,933,12899,482,410,257,196,18891,2470,2671,814,3488,76,1577,600,268,1333,390,1502,1760,546,302,783,391,3215,613,1511,1946,3105,613,687,788
489,LGA58610,888,869,1761,50,35,86,102,94,192,43,41,87,29,37,66,83,86,173,97,89,191,100,107,207,130,145,277,145,143,284,78,73,152,14,31,47,24,24,49,669,613,1281,125,156,283,761,742,1502,39,26,72,722,715,1439,49,875,686,195,1718,0.7,1183,2.2,550,158,479,1186,0,1281,0,0,0,0,0,0,0,0,0,96,9,0,5,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,8,67,0,0,0,36,0,0,5,0,16,0,0,0,0,4,4,0,0,14,196,14,732,0,0,0,10,772,225,96,36,131,196,22,37,5,42,34,55,22,36,6,10,7,19,5,51,46,87,8,38,31
490,LGA58680,290,250,535,8,16,23,27,27,51,12,12,27,14,7,24,27,19,47,32,29,57,48,51,96,55,33,84,41,31,72,20,21,48,6,3,9,3,6,11,200,174,374,36,35,66,231,200,428,3,5,11,223,198,416,49,1600,824,200,2100,0.7,1687,2.4,207,38,103,343,0,374,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,98,4,195,0,0,0,0,230,104,29,18,48,95,32,25,0,9,4,8,6,3,0,0,0,3,0,13,10,7,0,9,6
491,LGA58760,102807,106304,209111,7494,7257,14748,16189,15183,31364,7110,6785,13890,6865,6573,13443,13891,15201,29094,14944,15975,30915,14063,14617,28677,10667,11111,21776,6984,7789,14772,3582,4224,7804,1028,1597,2623,1910,2060,3971,57087,58174,115259,40859,44382,85240,76996,79293,156289,20581,22704,43288,86255,89613,175864,35,1900,817,350,2148,0.8,1894,2.8,72665,17722,59506,149897,806,115259,132,353,313,286,338,138,967,378,431,26087,91,182,801,141,300,4238,564,508,519,2023,965,181,207,108,1491,90,634,1406,118,507,7173,967,408,110,2763,579,41,3506,801,6791,298,174,929,87,557,3670,929,1597,8553,8610,5187,89606,5108,6220,168,1932,88518,12368,20209,8773,28985,1154,6599,5239,1170,12246,2562,10825,6564,4145,810,2557,1213,5737,3611,5803,8214,14616,1559,4851,5115
492,LGA58820,2114,2120,4234,94,107,202,243,253,500,118,124,244,96,74,173,172,190,369,240,236,482,293,288,578,322,335,660,329,297,627,152,151,305,47,61,106,85,71,159,1572,1564,3134,355,410,761,1800,1843,3645,125,117,248,1841,1834,3680,48,1625,620,260,1701,0.7,1312,2.4,1478,381,1138,3002,0,3134,0,0,0,0,5,0,9,3,3,304,11,0,22,0,0,3,6,0,0,7,60,0,0,0,10,0,0,0,0,13,114,0,0,3,42,0,0,36,0,32,0,0,3,0,13,0,3,16,31,336,16,1937,4,14,3,18,1843,397,277,153,434,131,249,224,27,231,20,122,58,55,0,19,21,34,53,84,116,157,19,47,80
493,LGA58890,414,362,773,15,15,26,59,49,107,15,18,29,23,8,32,24,33,58,46,38,85,55,60,123,85,59,149,59,55,105,30,19,46,13,8,24,16,8,27,334,261,592,25,45,70,362,304,664,0,5,3,350,293,642,50,915,804,143,1708,0.7,1325,2.2,318,41,169,524,0,592,0,0,0,0,0,0,0,0,0,29,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,107,0,314,0,0,0,0,332,128,51,24,73,229,13,11,0,9,7,7,10,5,0,0,0,9,4,20,28,16,0,8,3
494,LGA59030,123,125,248,5,12,18,14,16,28,0,0,4,0,4,9,11,18,32,19,11,30,10,8,24,22,24,46,24,13,38,13,10,19,3,4,6,0,3,4,95,92,185,19,16,36,109,103,213,0,8,9,110,107,210,48,400,817,85,1465,0.7,1318,2.2,95,30,43,171,0,185,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,29,0,121,0,0,0,0,100,25,13,7,23,50,7,0,5,6,8,12,0,4,0,0,0,0,0,11,4,4,0,0,3
495,LGA59100,366,329,690,20,19,42,54,50,105,9,14,23,20,13,31,37,34,75,30,38,67,43,37,86,69,61,123,53,25,81,23,29,57,4,10,18,9,9,20,284,250,534,22,32,49,301,279,571,10,12,18,294,268,561,47,867,742,139,1662,0.7,1256,2.4,213,71,126,406,0,534,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,5,0,104,0,260,0,0,0,0,318,114,50,7,57,154,5,6,0,7,7,12,5,18,5,4,0,4,3,26,19,17,0,10,13
496,LGA59170,521,500,1021,24,41,68,78,73,153,17,13,37,22,12,34,53,56,106,85,64,152,63,58,121,72,84,154,54,54,111,38,33,65,13,9,17,6,11,18,407,382,788,52,58,113,451,426,873,19,17,34,428,407,839,41,1285,1015,200,2243,0.7,1739,2.4,384,94,185,664,0,788,0,0,0,0,0,0,0,0,0,30,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,10,123,0,427,0,0,0,0,456,128,89,18,106,253,33,21,0,19,17,21,26,20,0,0,0,0,3,23,43,35,5,4,17
497,LGA59250,345,189,535,6,15,21,32,29,63,16,5,24,35,11,46,73,31,108,59,34,95,57,31,88,30,12,42,22,16,39,8,6,13,0,0,0,63,73,141,171,117,288,52,19,75,157,73,223,64,62,129,199,132,326,35,0,1196,118,767,1.0,1109,2.4,28,45,90,161,0,288,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,14,177,3,139,0,0,0,0,196,199,9,0,9,20,77,4,0,14,0,8,14,0,0,0,0,4,4,21,13,12,0,4,5
498,LGA59310,696,601,1297,47,32,78,84,86,163,22,18,39,35,26,58,86,64,149,79,82,166,82,64,149,106,92,201,104,91,191,45,33,75,11,9,20,42,31,76,544,480,1023,91,71,166,614,535,1150,31,21,49,593,527,1116,44,993,767,180,1757,0.7,1269,2.3,419,115,349,884,0,1023,0,0,0,0,0,0,3,0,0,50,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,44,0,0,0,18,0,0,9,0,10,0,0,3,0,0,0,0,0,6,106,6,558,0,6,0,10,565,146,102,19,118,185,24,17,3,12,65,42,30,33,5,13,0,7,19,36,53,44,8,28,35
499,LGA59320,238,210,448,21,15,35,35,26,64,10,8,15,8,4,17,27,17,43,20,27,49,29,25,52,51,35,84,34,32,61,15,13,22,4,5,3,9,0,7,192,154,345,22,36,53,208,183,387,4,4,14,205,176,386,45,1148,741,150,1663,0.8,1385,2.5,149,52,95,297,0,345,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,50,0,214,0,0,0,0,181,52,38,18,53,103,5,6,0,4,9,8,6,8,0,0,0,0,0,14,14,12,0,7,4
500,LGA59330,244,227,470,8,12,15,22,22,45,4,5,14,7,9,15,16,28,47,26,23,45,36,24,58,40,34,78,45,43,82,35,31,65,3,6,9,12,19,29,189,163,351,29,37,68,213,190,406,11,11,20,221,194,412,54,650,582,150,1481,0.6,916,1.9,135,35,156,331,0,351,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,11,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,51,0,231,5,0,0,0,182,50,26,12,33,80,3,0,4,6,9,6,4,8,0,0,0,0,0,18,26,15,5,4,12
501,LGA59340,3699,3775,7477,299,265,562,562,595,1156,197,204,397,217,241,464,600,706,1302,536,568,1102,507,523,1030,452,440,889,256,166,418,80,62,136,7,17,25,1186,1325,2515,2605,2617,5225,435,514,945,2597,2660,5252,428,487,919,2840,2907,5743,33,2000,1016,230,2082,1.0,1858,2.7,1275,974,1915,4170,0,5225,0,0,5,10,3,3,21,0,3,204,12,40,39,0,0,33,15,0,0,25,19,7,3,0,20,5,0,0,3,18,104,0,3,13,39,3,4,22,7,37,7,18,17,0,20,19,12,19,129,1308,62,2664,32,22,5,124,3088,1483,519,89,605,306,86,38,52,225,31,217,243,184,20,24,22,87,143,310,356,519,41,123,172
502,LGA59350,242,101,340,6,3,9,9,6,15,0,6,9,30,6,31,85,17,106,34,8,46,32,19,52,19,14,33,16,5,25,4,4,7,0,4,4,34,35,66,94,57,151,28,9,40,113,58,173,6,4,16,110,60,175,34,223,1397,150,1583,0.9,1575,2.6,20,19,46,85,0,151,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,145,0,80,0,0,0,0,95,152,5,3,6,10,54,0,0,9,0,3,4,4,0,0,0,0,0,14,13,0,0,0,5
503,LGA59360,731,439,1173,21,20,41,38,38,77,9,0,18,33,18,46,117,66,187,111,55,169,137,93,222,143,73,215,77,52,127,29,21,50,9,9,21,16,11,26,449,305,753,127,88,214,519,356,878,54,35,85,524,344,862,47,790,1128,150,2057,0.6,1370,2.0,276,88,252,613,0,753,0,0,0,0,0,0,7,0,0,36,0,9,4,0,0,10,0,0,0,5,3,0,0,0,3,0,0,0,0,0,63,0,0,0,35,0,0,3,0,8,0,3,0,0,0,0,0,6,12,208,10,523,0,0,0,11,405,228,41,22,63,129,196,10,3,37,3,23,32,24,0,0,0,4,8,44,30,29,0,14,29
504,LGA59370,1731,1731,3459,51,53,106,189,196,390,74,54,129,43,45,88,125,121,249,153,176,327,186,197,385,314,311,624,355,331,680,188,179,369,52,54,108,64,75,144,1254,1256,2508,288,321,613,1529,1535,3069,42,66,107,1495,1530,3027,56,1404,604,260,1538,0.7,1127,2.2,1284,254,967,2497,0,2508,0,0,0,0,5,0,0,0,0,279,0,3,16,5,0,14,3,0,0,13,10,0,0,0,4,4,0,0,0,21,97,0,0,0,7,0,4,37,0,27,0,0,5,0,13,3,5,8,42,337,17,1513,8,6,0,16,1521,371,179,86,269,221,84,40,30,95,52,100,77,68,0,10,13,57,30,95,125,168,10,47,68
505,LGA59499,4639,3416,8055,149,153,300,244,230,473,118,147,261,295,256,562,822,692,1512,926,613,1543,842,468,1313,667,477,1144,444,316,758,118,38,155,14,16,30,819,683,1495,2708,2061,4775,775,656,1431,2185,1896,4079,243,244,486,2120,1823,3943,0,0,0,0,0,0.0,0,0.0,0,0,0,0,25,4775,0,3,5,4,24,6,19,6,0,366,0,40,46,0,4,30,15,9,6,31,41,0,4,0,13,0,4,12,0,21,257,0,3,3,35,9,3,34,11,55,5,13,8,0,43,11,12,15,182,1851,48,1550,23,57,14,40,2652,3674,0,0,0,101,188,67,12,168,22,88,231,88,17,16,9,92,62,66,69,157,25,52,78
506,LGA59799,455,58,514,0,0,0,0,0,0,7,3,6,25,11,31,99,14,116,157,11,170,103,9,109,55,3,62,14,4,18,0,0,0,0,0,0,7,3,9,131,24,151,132,14,148,206,29,232,60,4,66,189,29,216,40,1733,2123,0,1375,0.7,2250,1.7,0,0,0,0,0,151,0,0,4,3,0,0,0,0,0,18,0,4,0,0,0,4,7,0,0,4,0,0,0,0,0,0,0,0,0,3,27,0,0,0,21,4,0,13,0,3,0,0,4,0,3,0,0,0,16,215,11,124,4,11,0,0,144,227,0,0,0,41,74,4,5,38,3,0,6,33,0,3,0,3,4,0,0,0,0,4,35
507,LGA60210,3453,3312,6770,135,122,254,326,290,619,125,98,221,109,107,214,238,251,489,307,336,644,386,445,827,675,688,1358,747,592,1339,343,303,643,71,86,155,147,146,296,2745,2584,5334,412,474,884,3120,2993,6108,91,114,205,3097,2962,6057,56,1083,484,240,1132,0.8,836,2.0,2330,780,1970,5082,0,5334,3,0,0,0,19,8,10,0,3,333,0,13,43,0,0,14,3,0,0,10,3,4,0,0,8,4,0,0,19,28,110,0,0,10,35,6,0,33,3,21,0,0,19,0,26,5,18,3,82,551,70,2630,39,8,3,41,3354,634,336,165,503,233,33,120,31,226,28,251,265,85,16,19,21,97,110,121,180,317,23,59,79
508,LGA60410,9208,9787,18995,718,632,1355,1476,1480,2957,609,533,1141,598,652,1247,1290,1507,2798,1135,1267,2401,1128,1208,2336,992,1087,2081,836,901,1740,364,397,757,69,106,176,1064,1144,2204,8037,8565,16604,588,606,1188,8393,8914,17299,298,329,628,8428,9003,17425,35,1392,700,280,1593,0.9,1352,2.6,5304,2258,5995,13550,4,16604,9,3,11,0,16,0,37,9,0,288,6,3,48,9,3,71,17,4,10,14,16,4,11,0,14,0,0,0,14,17,95,0,41,4,67,15,0,21,13,30,40,0,15,0,28,25,14,10,128,1198,74,7464,40,113,4,103,9816,1377,1437,661,2093,137,25,590,202,970,194,925,485,450,67,141,95,268,299,646,511,1359,133,422,318
509,LGA60610,9606,10313,19918,585,544,1127,1228,1244,2478,613,630,1243,578,630,1208,1262,1344,2609,1062,1216,2276,1258,1330,2584,1249,1373,2624,1008,1084,2097,591,634,1223,169,280,450,799,890,1692,8089,8724,16810,995,1014,2013,8665,9307,17974,448,486,931,8727,9375,18104,40,1129,661,240,1598,0.8,1225,2.3,6192,2040,6514,14748,0,16810,13,12,3,0,8,4,53,8,23,470,19,5,63,6,23,167,14,6,17,22,11,12,11,3,31,5,6,9,76,42,187,0,18,9,79,11,6,69,16,61,72,23,24,0,42,18,19,17,214,1098,134,7212,189,126,3,123,10710,1418,1373,619,1992,330,371,675,60,566,302,1039,634,439,62,132,87,254,228,492,704,1656,55,377,252
510,LGA60810,10990,11770,22760,516,496,1010,1333,1226,2562,648,633,1279,540,551,1095,1114,1189,2301,1118,1220,2344,1329,1559,2888,1737,1898,3635,1545,1612,3157,844,991,1834,255,392,646,894,986,1875,9226,9921,19144,1026,1131,2157,10130,10902,21032,247,308,556,10057,10882,20938,48,1300,634,250,1562,0.8,1209,2.3,8361,2068,6745,17179,0,19144,0,4,0,0,31,5,41,0,0,794,10,12,56,0,7,60,15,6,0,27,19,6,5,0,18,4,0,4,33,183,209,0,15,8,89,14,4,85,5,44,22,23,21,0,58,9,14,13,185,1464,99,9286,80,34,3,77,11512,1677,1472,763,2239,732,232,806,127,941,293,994,648,526,41,100,77,360,238,516,960,1645,87,401,277
